English,Spanish
drizzle,"llovizna, [Eastern Bolivia] chilchi, [Costa Rica] cilampa, [Argentina, Bolivia, Ecuador, Nicaragua, Peru, Uruguay, Venezuela] garúa, [Dominican Republic] jarina, [Spanish Basque Country] sirimiri"
droll,extrañamente divertido
drome,-dromo
dromedary,dromedario
drone,zángano
drone,dron
drone,"zumbar, zumbido"
drone,"zumbido, murmullo, soniquete"
drone,timado
droneboarding,dronbordaje
drool,"babear, salivar, babosear"
drool,"hablar disparates, hablar tonterías"
drool,baba
drop,gota
drop,"declive, descenso"
drop,caída
drop,caer
drop,dejar caer
drop,"caer, descender"
drop,"regar, esparcir"
dropbox,buzón
dropdown list,"desplegable, lista desplegable"
drop in the bucket,nimiedad
droplet,gotita
drop like flies,caer como moscas
dropout,estudiante de carrera trunca
dropped ceiling,falso techo
dropper,"cuentagotas, gotero"
dropsy,hidropesía
dropwort,"filipéndula, palometa"
drosophila,drosófila
drought,"sequía, seca"
drove,"manada, tropa [Arg., Bol., Par. and Ur.]"
drove,legión
drove,"cañada, vía pecuaria"
drown,ahogarse
drown,ahogar
drowning,ahogamiento
drown one's sorrows,ahogar las penas
drowsiness,"soñolencia, somnolencia, sopor, duermevela, adormecimiento, modorra"
drowsy,"adormecido, soñoliento, somnífero, soporífero, somnoliento"
drudge,"esclavo, lacayo, currito"
drug,"droga, fármaco"
drug,"droga, narcótico"
drug,drogar
drug addict,"drogadicto, drogadicta, toxicómano, toxicómana, pichicatero [Peru], pichicatera [Peru], yonqui [colloquial], yonki, [colloquial]"
drug addiction,drogodependencia
drug dealer,"narcotraficante, camello"
drug test,narcotest
drug trafficker,narcotraficante
drug trafficking,narcotráfico
druid,druida
druidic,druídico
druidism,druidismo
Druidry,druidismo
drum,tambor
drum,"tambor, cilindro"
drum,"barril, bidón"
drum,tamborear
drum,"inculcar, recalcar"
drumbeat,redoble
drum brake,freno de tambor
drum head,parche
drum kit,batería
drummer,"[Spain] batería, [Latin America] baterista"
drummer,vendedor itinerante
Drummond light,luz de Drummond
drumstick,"baqueta, palillo"
drunk,"borracho, ebrio, pedo [informal], tomado [Latin America], beodo, embriagado, bebido, alcoholizado [formal], escabiado, escabio [Latin America, colloquial]"
drunk,"borracho, ebrio"
drunk,"borracho, ebrio, escabiador [Latin America, colloquial]"
drunk,"borracho, bebedor, tomador [Latin America], escabiador [Latin America, colloquial]"
drunk,"escabio [Latin America, colloquial]"
drunk as a skunk,"como una cuba, borracho como una cuba"
drunk driving,"conducción en estado de ebriedad, manejo en estado de ebriedad, conducción bajo los efectos del alcohol, manejo bajo los efectos del alcohol, conducción etílica"
drunken,"borracho, ebrio, escabio, escabiado [Latin America, colloquial]"
drunken,"escabiador [Latin America, colloquial]"
drunken,"escabio [Latin America, colloquial]"
drunkenness,"borrachera, embriaguez, pedo, cogorza, escabio [Latin America, colloquial]"
Druze,druso
dry,seco
dry,secarse
dry,"secar, enjugar"
dryad,"dríade, dríada"
dry cleaner,tintorería
dry cleaning,limpieza en seco
drydock,dique seco
dryer,secadora
dryer,"secador, secadora"
dry goods,productos secos
drygulch,"apiolar, cargarse"
dry ice,"hielo seco, nieve carbónica"
dryly,secamente
dry mouth,xerostomía
dryness,"sequedad, aridez, enjutez, resequedad"
drypoint,grabado a punta seca
dry socket,alveolitis seca
drysuit,traje seco
drywall,"cartón yeso, tablero yeso"
drywaller,chiroquero [US]
Düsseldorf,Düsseldorf
détente,détente
dual,"doble, dual"
dual,doble
dual,dual
dual citizenship,nacionalidad doble
dualism,"dualismo, dualidad"
dualism,dualismo
dub,apodar
dub,doblar
Dubai,Dubái
dubbing,doblaje
dubious,"dudoso, aleatorio, ambiguo, turbio, equívoco, torvo, avieso"
dubiously,dudosamente
dubitation,duda
dubitation,"zozobra, ansia, angustia"
Dublin,Dublín
dubnium,dubnio
Dubrovnik,Dubrovnik
Dubrovnikan,ragusiano
ducal,ducal
ducat,ducado
duchess,duquesa
duchy,ducado
duck,"agacharse, esconderse"
duck,sumergirse
duck,"sumergir, hundir"
duck,"eludir, esquivar, evadir"
duck,pato
duck,pata
duck,cero
Duckburg,"Patoburgo, [Latin America] Patolandia"
duckling,patito
duck out,escaquearse
ducktail,cola de pato
duckweed,lenteja de agua
duct,conducto
ductal,ductal
ductility,ductilidad
duct tape,"cinta americana, cinta plateada"
dude,"tipo, mae [Costa Rica], tío [Spain], bato"
dude,"compadre, [Spain] colega, [River Plate] flaco, [Mexico] güey, [Andes, Central America, Caribbean, Mexico] mano, [Colombia] parce, [Spain] tío"
dude,"chaval, tio, [Chile] huevón"
dudette,tía
duduk,duduk
due,salir de cuentas
due,mérito
duel,duelo
duelist,duelista
due process,debido proceso
duet,"dúo, dueto"
due to,"debido a, a raíz de"
duffel coat,trenca
dufrenite,dufrenita
dugong,dugongo
Duisburg,Duisburgo
duke,duque
dukkah,dukkah
dulce de leche,"dulce de leche, [Chile, El Salvador, Panama, Peru] manjar blanco, manjar, [El Salvador] leche poleada, [Colombia, Venezuela] arequipe, [Spain] natillas"
dulcet,dulce
dulcian,bajón
dulcimer,"salterio, dulcémele"
dull,"romo, desafilado, embotado"
dull,"aburrido, soso, insípido, insulso, desabrido, sin gracia"
dull,"mate, opaco"
dull,"obtuso, corto, limitado, soso"
dull,"cubierto, nublado"
dull,sordo
dull,"mellar, desafilar, deslustrar"
dull,"aliviar, alivianar, moderar, amortiguar"
dull,redondear
duly,debidamente
dulzaina,dulzaina
duma,duma
dumb,"estúpido, tonto"
dumb as a bag of hammers,más tonto que Abundio
dumb as a doornail,más tonto que Abundio
dumbass,"torpe, tontón, tarado, gilipollas, pendejo"
dumbbell,"pesas, mancuerna"
dumb blonde,rubio mudo
dumbfound,"dejar boquiabierto, dejar pasmado"
dumbfounded,"estupefacto, atonito, picueto [Spain, colloquial], a cuadros [colloquial]"
dummy,silencioso
dummy,tonto
dummy,maniquí
dummy,muerto
dump,"basural, tiradero, vertedero, basurero"
dump,"depósito, basurero"
dump,"tirar a la basura, arrojar"
dump,volcar en memoria
dump,dejar
dump,echar
dumper,camión bañera
dumpling,"empanadilla, albóndiga, ñoqui"
dumpster diving,recolección urbana
dump truck,"volquete, dompe [N Mexico]"
dun,pardo
dunch,merienda
dune,"duna, médano"
dung,"excremento, estiércol"
dungarees,"[Venezuela] braga, [Chile] jardinera, [Argentina] mameluco, [Spain] pantalón de peto, mono"
dung beetle,"escarabajo pelotero, ruedamierda"
Dungeness crab,buey del Pacífico
dungeon,"mazmorra, calabozo"
dungeon,mazmorra
dungeoneer,mazmorrero
dunghill,estercolero
dunk,machacar
dunk,"mate, donqueo, volcada, clavada, machaque"
Dunkirk,Dunkerque
dunlin,"playero, correlimos"
dunno,"[colloquial mexico 1st person sing.] sepa, [Chile] sabí"
duo,"dúo, dupla, equipo de dos"
duo,duo-
duodecimal,duodecimal
duodenal,duodenal
duodenitis,duodenitis
duodenum,duodeno
duopoly,duopolio
dupe,"incauto, engrupido, engañado"
dupe,engañar
duplex,dúplex
duplicate,duplicado
duplicate,duplicar
duplicate,repetir
duplication,duplicación
duplicity,duplicidad
durability,durabilidad
durable,"duradero, durable, perdurable"
dura mater,duramadre
Durango,Durango
duration,duración
duress,coacción
durian,durián
during,"durante, a lo largo de"
Durrës,"Durrës, Dirraquio"
durum wheat,trigo duro
Dushanbe,"Dusambé, Dushambé"
dusk,"ocaso, crepúsculo"
dusky tit,carbonero cenizo
dust,polvo
dust,"desempolvar, limpiar el polvo"
dust,espolvorear
dust bunny,pelusa
dust devil,"torbellino de polvo, remolino de polvo"
duster,plumero
dust jacket,"sobrecubierta, forro"
dust mite,ácaro del polvo
dust off,desempolvar
dustpan,recogedor
duststorm,"polvareda, tormenta de polvo"
dusty,polvoriento
Dutch,"neerlandés, holandés"
Dutch,holandés
Dutch elm disease,"grafiosis, enfermedad holandesa del olmo"
Dutchman,"holandés, neerlandés"
Dutch wife,abrazador
Dutchwoman,holandesa
dutiful,obediente
duty,"deber, obligación, cometido, menester"
duty,arancel
duty-free,sin arancel
duvet,"edredón, acolchado [Arg. and Ur.]"
DVD,DVD
DVD player,reproductor de DVD
dwarf,enano
dwarf elder,"saúco menor, yezgo"
dwarfism,enanismo
dwarf planet,planeta enano
dwarf sperm whale,cachalote enano
dwarf spheroidal galaxy,galaxia enana esferoidal
dwarf star,estrella enana
dwell,"habitar, morar"
dwelling,"domicilio, morada, residencia, vasa"
dwindle,"disminuir, agotarse, desaparecer, menguar"
dyadic,diádico
DYC,PCA
dye,"tinte, tintura"
dye,"teñir, tinturar"
dyed,"teñido, [obsolete] tinto"
dyer,"tintorero, tintorera"
dying,moribundo
dyke,dique
dyke,"tortillera, bollo"
dynamic,dinámico
dynamically,dinámicamente
dynamicity,dinamicidad
dynamic memory,memoria dinámica
dynamics,dinámica
dynamic stochastic general equilibrium,equilibrio general dinámico estocástico
dynamic system,sistema dinámico
dynamism,dinamismo
dynamite,dinamita
dynamite,dinamitar
dynamize,dinamizar
dynamo,dinamo
dynamometer,dinamómetro
dynast,monarca
dynastic,dinástico
dynasty,dinastía
dyne,dina
dysarthria,disartria
dyscalculia,discalculia
dysentery,disentería
dysfunction,disfunción
dysfunctional,disfuncional
dyskinesia,discinesia
dyslalia,dislalia
dyslexia,dislexia
dyslexic,disléxico
dyslogistic,despectivo
dysmenorrhea,dismenorrea
dysmenorrheic,dismenorreico
dysmorphia,dismorfofobia
dyspareunia,dispareunia
dyspepsia,"dispepsia, indigestión"
dysphagia,disfagia
dysphasia,disfasia
dysphemism,disfemismo
dysphoria,disforia
dyspnea,"disnea, falta de aire, falta de aliento"
dysprosium,disprosio
dyssynchrony,asincronía
dyssynchrony,disincronía
dysthymia,distimia
dystopia,distopía
dystrophic,distrófico
dystrophin,distrofina
dystrophy,distrofia
dysuria,disuria
Dzongkha,"dzongkha, butanés"
Dzungaria,Zungaria
éclat,esplendor
écu,escudo
ea.,c/u
each,cada
each and every,"todos y cada uno de, todas y cada una de"
each other,"el uno al otro, entre sí, mutuamente, se + 3rd person plural"
eager,"impaciente, ilusionado, entusiasmado, ávido, anhelante"
eagerly,ansiosamente
eagerness,"avidez, ansia"
eagle,águila
eagle owl,búho real
eaglet,aguilucho
ear,espiga
ear,espigar
ear,arar
ear,"oído, oreja"
earache,"dolor de oído, otalgia"
ear bud,pinganillo
ear canal,conducto auditivo externo
eardrum,tímpano
eared seal,otario
earl,conde
earless seal,"fócido, foca"
earlier,antes
ear lobe,lóbulo
early,"temprano, tempranero, precoz"
early,"prematuro, temprano"
early,primero
early,"temprano, precoz"
early,temprano
early bird,"madrugador, madrugadora, alondra, tempranero, tempranera"
Early Middle Ages,"Temprana Edad Media, Alta Edad Media"
Early Modern English,inglés moderno temprano
earmark,"reservar, apartar, asignar, destinar"
earmark,"reserva, asignación, destino"
earmuff,orejera
earmuffs,orejeras
earn,ganar
earn,"granjear, merecer"
earnest,"seriedad, gravedad"
earnest,seriedad
earnest,atento
earnest,serio
earnest,"señal, arras"
earphone,auricular
earphones,"auriculares, audífonos"
earpiece,"auricular, pinganillo"
earpiece,auricular
earpiece,patilla
ear-piercing,"penetrante, taladrante, chillón, pinchante, traspasante, horadante"
earplug,"tapón, tapón para los oídos"
earring,"arete [Latin America], arito [El Salvador, Honduras], aro [Argentina, Chile, Paraguay], caravana [Uruguay], chapa [Nicaragua], pantalla [Puerto Rico], pendiente [Spain], zarcillo [Canary Islands, Venezuela, rarely southern Spain]"
earshot,alcance del oído
earth,"tierra, suelo"
earth,tierra
earth,"terreno, tierra"
earth,madriguera
earth,aterrar
Earth,"Tierra, tierra"
Earth Day,Día de la Tierra
earthenware,"loza, cerámica"
Earthling,"terrícola, terrestre, terráqueo"
earthly,terrenal
earthmoving,movimiento de tierras
earthquake,"terremoto, temblor"
earth science,"geociencia, ciencia de la terra"
earthshine,luz cenicienta
earthworm,"lombriz de tierra, gusano de tierra"
earwax,"cerumen, cerilla, cera, cera de los oídos"
earwig,tijereta
earworm,"melodía pegadiza, melodía pegajosa"
ease,aliviar
easel,"caballete, atril"
easement,servidumbre
easement,alivio
easier said than done,"del dicho al hecho hay mucho trecho, que se dice pronto, una cosa es predicar, y otra dar trigo"
easily,fácilmente
easiness,facilidad
east,"este, oriente, levante"
east,oriental
east,"hacia el este, al este, (con) rumbo al este"
East,"viento de levante, levante"
East,oriente
East Anglia,Anglia Oriental
East Asia,Asia del Este
East Asian,"asiático oriental, oriental"
East Berlin,Berlín Este
eastbound,adesteño
East China Sea,mar de China Oriental
Easter,"pascua, Pascua"
Easter Bunny,conejo de Pascua
Easter egg,huevo de Pascua
Easter Island,Isla de Pascua
Easter Monday,lunes de Pascua
eastern,oriental
easterner,oriental
Eastern Europe,Europa Oriental
easternize,orientalizar
Eastern Orthodox Church,"Iglesia ortodoxa, Iglesia católica apostólica ortodoxa"
East Germany,Alemania Oriental
East Indies,Indias Orientales
East Sussex,Sussex Oriental
East Timor,Timor Oriental
East Timorese,timorense
easy,fácil
easy chair,tumbona
"easy come, easy go","lo que el agua trae, el agua lleva"
easy does it,"no te apresures, con cautela"
easygoing,"calmado, relajado, tener la manga ancha"
eat,comer
eat,reconcomer
eat away,carcomer
eater,comedor
eatery,comedor
eat humble pie,tragarse las palabras
eating disorder,"trastorno de la conducta alimentaria, trastornos de la conducta alimentaria"
eat like a bird,comer como un pajarito
eat like a horse,comer como un animal
eat my shorts,"cómete mis calzones [Spain], cómete mis pantalones [Latin America]"
eat one's hat,que me maten si
eat someone alive,comer vivo
eat up,"tragarse, comerse con patatas"
eau de toilette,eau de toilette
eave,alero
eaves,alero
ebb,"reflujo, marea"
ebb,"marea baja, bajamar"
Ebola,Ébola
Ebola virus,virus Ébola
ebonite,ebonita
ebony,ébano
ebony,de ébano
e-book,ebook
Ebro,Ebro
ebullience,"efervescencia, vivacidad"
ebullient,"entusiasta, extático, jubiloso, alborozado"
ebullient,bullente
ebullioscope,ebulloscopía
ECB,BCE
Ecbatana,Ecbatana
ecce homo,eccehomo
eccentric,excéntrico
eccentrically,excéntricamente
eccentricity,excentricidad
ecchymosis,equimosis
Ecclesiastes,Eclesiastés
ecclesiastical,eclesiástico
Ecclesiastical Latin,latín eclesiástico
ecclesiology,eclesiología
ecdysteroid,ecdisteroide
echelon,escalafón
echelon,escalón
echelon,escalonar
echidna,equidna
echinacea,echinacea
echinoderm,equinodermo
echo,eco
echo,"repercutir, repetir, hacer eco"
echocardiography,ecocardiografía
echo chamber,"cámara de eco, cámara de resonancia"
echo chamber,burbuja de opinión
echography,ecografía
echolalia,ecolalia
echolocation,ecolocalización
Eckankar,eckankar
eclair,palo de nata
eclampsia,eclampsia
eclectic,ecléctico
eclectic,"heterogéneo, heteróclito disparatado"
eclectically,eclécticamente
Eclectic Wicca,wicca ecléctica
eclipse,eclipse
eclipse,eclipsar
ecliptic,eclíptica
eclogite,eclogita
eclogue,égloga
eco,eco-
ecocide,ecocidio
ecofeminism,ecofeminismo
ecofeminist,ecofeminista
ecological,ecológico
ecological footprint,huella ecológica
ecologically,ecológicamente
ecologism,ecologismo
ecologist,"ecólogo, ecóloga"
ecology,ecología
e-commerce,"comercio electrónico, e-commerce"
ecomusicology,ecomusicologia
econometrician,económetra
econometrics,econometría
economic,económico
economically,económicamente
economic growth,crecimiento económico
economic liberalism,liberalismo económico
economic migrant,migrante económico
economics,economía
economies of scale,economía de escala
economism,economicismo
economist,economista
economize,"economizar, ahorrar"
economy,economía
eco-responsible,ecorresponsable
ecosystem,ecosistema
ecotone,ecotono
ecotourism,"turismo ecológico, ecoturismo"
